title,Ingridients,webLink,Images
Christmas punch,"['75 ml clementine juice', '150 ml Benedictine liqueur', '225 ml Dewar’s white label scotch whiskey , or cognac', '300 ml cranberry juice', '1 vanilla pod , seeds of', '1 clementine , thinly sliced', '3 sour cherries , (optional)']",https://www.jamieoliver.com/recipes/whiskey-recipes/christmas-punch/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1399_33_1417103496.jpg?tr=w-330
Negroni sparklers,"['2 oranges , juice and zest of', '4 tablespoons smooth orange marmalade', '250 ml Martini bitter', '1 bottle Martini Prosecco , chilled']",https://www.jamieoliver.com/recipes/martini-recipes/negroni-sparklers/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1398_17_1417103117.jpg?tr=w-330
Christmas Alexander,"['40 ml cognac', '30 ml Crème de cacao white', '15 ml almond milk', '15 ml double cream', 'To garnish:', '1 star anise', '1 teaspoon shelled pistachios']",https://www.jamieoliver.com/recipes/uncategorised-recipes/christmas-alexander/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1397_33_1417103462.jpg?tr=w-330
Mulled pear & ginger,"['2 litres cloudy apple juice', '2 thumb-sized ginger pieces , sliced', '2 ripe pears , sliced', '2 cinnamon sticks , plus extra to serve', '4 cardamom pods', '3 tablespoons light brown sugar', '4 limes , juice of', '2 limes , zest of', '500 ml Bacardi Oro']",https://www.jamieoliver.com/recipes/rum-recipes/mulled-pear-ginger/,https://img.jamieoliver.com/jamieoliver/recipe-database/EZH4QrIGK9OA0KewEqnZdy.jpg?tr=w-330
Mary Pickford,"['35 ml Bacardi Carta Blanco', '15 ml maraschino liqueur', '25 ml pineapple juice', '1 slice of pineapple , to serve']",https://www.jamieoliver.com/recipes/rum-recipes/mary-pickford/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1393_6_1417103002.jpg?tr=w-330
Blue Hawaiian,"['25 ml Bacardi Carta Blanco', '25 ml bluecuraçao', '1 tsp coconut cream', '100 ml pineapple juice']",https://www.jamieoliver.com/recipes/rum-recipes/blue-hawaiian/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1392_33_1417102684.jpg?tr=w-330
Monstrous milk punch,"['10 coriander seeds', '3 cloves', '1 cinnamon stick', '1 star anise', '3 green cardamom pods', '3 lemons , zest and juice of', '1/2 pineapple , roughly chopped', '650 ml earl grey tea', '225 g caster sugar', '500 ml Dewar’s white label whisky', '500 ml full-fat milk', 'pineapple slices , to serve']",https://www.jamieoliver.com/recipes/whiskey-recipes/monstrous-milk-punch/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1390_33_1417103044.jpg?tr=w-330
Vanilla pear drop,"['50 ml Grey Goose vodka', '30 ml freshly squeezed lemon juice', 'For the pear and vanilla syrup:', '1 pear , sliced', '200 g caster sugar', '1/2 vanilla pod , split']",https://www.jamieoliver.com/recipes/vodka-recipes/vanilla-pear-drop/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1388_6_1417191441.jpg?tr=w-330
Spiced pomegranate gin,"['1 clementine', '3 pomegranates', '350 g caster sugar', '200 ml pomegranate juice', '12 whole peppercorns', '4 cinnamon sticks', '4 star anise', '1 litre Bombay Sapphire gin']",https://www.jamieoliver.com/recipes/gin-recipes/spiced-pomegranate-gin/,https://img.jamieoliver.com/jamieoliver/recipe-database/3BN0l1w2aL28CsrReSHyKn.jpg?tr=w-330
Holiday citrus slushies,"['10 lemons , juice of', '2 lemon , zest of', '2 clementines , Juiced & grated zest', '200 g sugar', '4 star anise , plus extra to garnish', '10 black peppercorns', '250 ml Grey Goose vodka', '250 ml Limoncello']",https://www.jamieoliver.com/recipes/vodka-recipes/holiday-citrus-slushies/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1385_17_1417102937.jpg?tr=w-330
Chai martini,"['100 ml chai tea', '50 ml cognac', '1 tbsp honey', '1 gingerbread biscuit , to serve']",https://www.jamieoliver.com/recipes/uncategorised-recipes/chai-martini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1383_33_1417102803.jpg?tr=w-330
Berry & rosemary juniper gin fizz,"['500 g frozen blackberries', '4 lemons , chopped into little pieces', '2 sprigs of rosemary , leaves picked', '10 juniper berries', '5 tbsp honey', '500 ml Bombay Sapphire gin', '1 litre soda water']",https://www.jamieoliver.com/recipes/gin-recipes/berry-rosemary-juniper-gin-fizz/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1382_17_1417102850.jpg?tr=w-330
Winter sidecar,"['15 ml clementine juice , plus a little extra', 'ground cinnamon', '50 ml cognac', '30 ml Martini Bianco']",https://www.jamieoliver.com/recipes/martini-recipes/winter-sidecar/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1381_33_1417103414.jpg?tr=w-330
New blossom,"['1 lemon', '60 ml cachaça', '20 ml sugar syrup', '2 drops of orange blossom water', '1 passion fruit', 'quality lemonade', '1 few sprigs of fresh mint']",https://www.jamieoliver.com/recipes/fruit-recipes/new-blossom/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1380_26_1417103218.jpg?tr=w-330
Hot rummy lemonade,"['300 g ginger', '6 lemons', '1.5 litres fresh cloudy apple juice', 'runny honey', '15 x 25 ml shots of Bacardi Oro']",https://www.jamieoliver.com/recipes/rum-recipes/hot-rummy-lemonade/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1379_6_1417191113.jpg?tr=w-330
Grappino,"['20 ml grappa', '15 ml Amaretto di Saronno', '1 shot espresso shot', '20 ml soya cream', '1 whole nutmeg , for grating']",https://www.jamieoliver.com/recipes/uncategorised-recipes/grappino/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1378_33_1417102887.jpg?tr=w-330
Blood orange mimosa,"['60ml blood orange juice , fresh or from a carton (cold)', 'Prosecco , top up', '1 blood orange , zest of']",https://www.jamieoliver.com/recipes/rum-recipes/blood-orange-mimosa/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1376_33_1417191026.jpg?tr=w-330
Rossini,"['3 strawberries per person', '1 teaspoon sugar', '1 squeeze of lemon juice', '125 ml Martini Prosecco']",https://www.jamieoliver.com/recipes/fruit-recipes/rossini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1372_1_1439209187.jpg?tr=w-330
Bénédictine cocktail,"['1 1/2 parts Cognac', '3/4 part Benedictine Liqueur', '3/4 part lemon juice', 'twist of lemon , to garnish']",https://www.jamieoliver.com/recipes/uncategorised-recipes/b-n-dictine-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1371_1_1415728135.jpg?tr=w-330
Prosecco cocktail,"['1 sugar cube (½ teaspoon sugar)', '4 dashes Angostura Bitters', '1 part Cognac', 'Martini Prosecco']",https://www.jamieoliver.com/recipes/drink-recipes/prosecco-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1370_1_1439208741.jpg?tr=w-330
Little tickle,"['1 1/2 parts Grey Goose vodka', '1 1/2 parts Oxley Gin', '1/3 part Créme de Violette liqueur (ideally Créme Yvette)', 'Lemon zest , to garnish', '1 maraschino cherry , to garnish']",https://www.jamieoliver.com/recipes/vodka-recipes/little-tickle/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1369_30_1436805575.jpg?tr=w-330
Hot buttered rum,"['2 parts Bacardi Carta Negra', '1 1/2 teaspoons brown sugar', '3 cloves , (optional)', 'small knob of butter', 'cinnamon stick , to garnish', 'Freshly grated nutmeg , to garnish']",https://www.jamieoliver.com/recipes/rum-recipes/hot-buttered-rum/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1368_1_1436801713.jpg?tr=w-330
Treacle cocktail,"['1 teaspoon sugar syrup , (mix 2 parts sugar to 1 part water)', '3 dashes orange bitters', '2 parts Bacardi 8 year Old Rum', '1 part cloudy apple juice', 'Orange twist , to garnish']",https://www.jamieoliver.com/recipes/rum-recipes/treacle-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1367_1_1440773644.jpg?tr=w-330
Autumn crumble cocktail,"['1 part Martini Bianco', '1 dash of apple juice', 'ginger ale , to taste', 'apple segments , to garnish']",https://www.jamieoliver.com/recipes/uncategorised-recipes/autumn-crumble-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1366_1_1439204662.jpg?tr=w-330
Americana,"['⅓ part bourbon', '1 teaspoon maple syrup', '1 dash Martini Bitters', '4 parts Martini Prosecco', '1 cherry , to garnish']",https://www.jamieoliver.com/recipes/whiskey-recipes/americana/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1365_1_1439203861.jpg?tr=w-330
Hot toddy,"[""1 1/2 parts Dewar's White Label Whisky"", '1/3 part Honey syrup', '3 parts hot water', '3 dried cloves , per glass', 'freshly squeezed lemon juice , plus a slice of lemon to garnish each glass', 'cinnamon sticks , to garnish each glass']",https://www.jamieoliver.com/recipes/whiskey-recipes/hot-toddy/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1364_1_1440762785.jpg?tr=w-330
Sangria Latina,"['2 large chunks of fresh watermelon , aprrox 150g, plus extra to garnish', '1 lime', '50 ml ginger syrup', '300 ml Bacardi Carta Blanco', 'Martini Prosecco', 'ice , cubed', 'To garnish:', 'watermelon segment']",https://www.jamieoliver.com/recipes/rum-recipes/sangria-latina/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1251_1_1438765718.jpg?tr=w-330
Whiskey sour,"['2 parts bourbon', '1 part lemon juice', '½ part sugar syrup', '½ part egg white', 'cubed ice']",https://www.jamieoliver.com/recipes/uncategorised-recipes/whiskey-sour/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1223_1_1436963314.jpg?tr=w-330
Rob Roy,"['2 parts Dewar’s White Label blended Scotch whisky', '1 part Martini Rosso', '1 dash Angostura Bitters', '1 whole lemon , zested', '1 whole cherry , to garnish', 'ice , cubed']",https://www.jamieoliver.com/recipes/whiskey-recipes/rob-roy/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1222_1_1436883618.jpg?tr=w-330
Mai tai,"['2 limes', '50 ml Cointreau', '50 ml Bacardi 8 rum', '50 ml Bacardi Oro', '1 tablespoon orgeat syrup , (15ml)', 'To garnish:', 'orange zest', '1 sprig of fresh mint', 'ice , cubed']",https://www.jamieoliver.com/recipes/rum-recipes/mai-tai/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1221_1_1436864333.jpg?tr=w-330
Gin fizz,"['1 ½ parts Bombay Sapphire gin', '½ part lemon juice', '2 dashes orange blossom water', '⅓ part sugar syrup', '2 parts cream', '1 egg white', '1 dash soda water', 'cubed ice']",https://www.jamieoliver.com/recipes/gin-recipes/gin-fizz/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1220_1_1436796410.jpg?tr=w-330
White Russian,"['2 parts Grey Goose vodka', '1 part coffee liqueur', '1 part creme', 'ice , cubed']",https://www.jamieoliver.com/recipes/vodka-recipes/white-russian/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1219_1_1436963346.jpg?tr=w-330
Zombie,"['2 parts Bacardi Carta Blanco', '1 ⅓ parts Bacardi Oro', '1 part Triple Sec Liqueur', '2 parts sweet and sour mix', '2 parts orange juice', '1 parts grenadine (or Blue Curacao)', '1 whole orange , for garnish', '1 bunch of cherries', 'ice cubes']",https://www.jamieoliver.com/recipes/rum-recipes/zombie/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1218_1_1436963968.jpg?tr=w-330
Cosmopolitan,"[""50 ml Grey Goose L'Orange vodka"", '25 ml Cointreau', '25 ml cranberry juice', '1 lime', 'ice , cubed', 'To garnish', 'orange , peel']",https://www.jamieoliver.com/recipes/vodka-recipes/cosmopolitan/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1217_1_1436540128.jpg?tr=w-330
Whisky old fashioned,"['1 teaspoon caster sugar', '4 dashes of Angostura Bitters', '50 ml Dewars Scotch whisky', 'cubed ice', '1 orange , to garnish']",https://www.jamieoliver.com/recipes/whiskey-recipes/whisky-old-fashioned/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1216_1_1436963283.jpg?tr=w-330
Gin Martini,"['1 part vermouth', '5 parts Bombay Sapphire gin', '1 whole lemon', '1 jar of green olives', 'ice , for mixing']",https://www.jamieoliver.com/recipes/gin-recipes/gin-martini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1215_1_1436796634.jpg?tr=w-330
Vodka Martini,"['50 ml Grey Goose vodka', '10 ml Noilly Prat', 'ice , cubed', 'To garnish:', 'a twist of lemon']",https://www.jamieoliver.com/recipes/vodka-recipes/vodka-martini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1214_1_1439308972.jpg?tr=w-330
Grey Goose le fizz,"['1 lime', '25 ml St. Germain elderflower liqueur', '50 ml Grey Goose vodka', '70 ml ice-cold soda water', 'ice cubes']",https://www.jamieoliver.com/recipes/vodka-recipes/grey-goose-le-fizz/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1213_1_1436800130.jpg?tr=w-330
Manhattan,"['2 parts Rye Whiskey', '1/2 part Martini Rosso', '1 dash of Angostura Bitters', '1 whole lemon , cut into a slice and twist', '1 jar of maraschino cherries', 'ice , cubed']",https://www.jamieoliver.com/recipes/whiskey-recipes/manhattan/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1212_1_1436864611.jpg?tr=w-330
Negroni,"['1 part Martini Rosso', '1 part Martini Bitter', '1 part Bombay Sapphire gin', '1 whole orange , sliced', 'ice , cubed']",https://www.jamieoliver.com/recipes/gin-recipes/negroni/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1211_1_1436867739.jpg?tr=w-330
Cuba libre,"['50 ml Bacardi Oro', '1 lime , cut into wedges', '100 ml cola', 'ice , cubed']",https://www.jamieoliver.com/recipes/rum-recipes/cuba-libre/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1210_1_1436778857.jpg?tr=w-330
Old Cuban,"['45 ml Bacardi 8', '30 ml lime , juiced', '30 ml sugar syrup', '1 bunch of mint , leaves only', '1 splash of Martini Brut sparkling wine', '1 dash Angostura Bitters', 'ice , cubed']",https://www.jamieoliver.com/recipes/rum-recipes/old-cuban/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1209_30_1436868489.jpg?tr=w-330
Rum old fashioned,"['2 parts Bacardi Dark rum', '2 dashes Angostura Bitters', '1 splash water', '1-2 tsp sugar/a sugar cube', 'ice , cubed']",https://www.jamieoliver.com/recipes/rum-recipes/rum-old-fashioned/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1208_1_1436883766.jpg?tr=w-330
Daiquiri,"['70 ml Bacardi Carta Blanco', '1/2 lime', '1 dessert spoon of sugar', 'ice , cubed']",https://www.jamieoliver.com/recipes/rum-recipes/daiquiri/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1206_1_1436778900.jpg?tr=w-330
Bellini,"['4 whole white peaches', '1 part sugar syrup', '4 parts Martini & Rossi Prosecco']",https://www.jamieoliver.com/recipes/martini-recipes/bellini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1205_1_1439205298.jpg?tr=w-330
Martini royale,"['75 ml Martini Bianco', '75 ml Martini Prosecco', '1 lime', 'ice , cubed', 'To garnish:', '1 spring of fresh mint']",https://www.jamieoliver.com/recipes/martini-recipes/martini-royale/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1203_1_1436865206.jpg?tr=w-330
Bloody Mary,"['2 parts Grey Goose vodka', '4 parts organic tomato juice', '½ part of lemon juice , (to taste)', '4 dashes of Worcestershire sauce', '4 dashes of Tabasco , (or hot pepper sauce)', '1 pinch of fleur de sel (or sea salt)', '1 pinch of black pepper', '1 stick of celery', '1 bunch of aromatic herbs', 'ice , cubed']",https://www.jamieoliver.com/recipes/vodka-recipes/bloody-mary/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1202_1_1439206245.jpg?tr=w-330
Tom Collins,"['1 parts Bombay Sapphire Gin', '1/2 of half a lemon , juiced', '2 parts soda water', '2 tsp caster sugar', 'ice , cubed', 'lemon , wedge']",https://www.jamieoliver.com/recipes/gin-recipes/tom-collins/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1201_1_1436957802.jpg?tr=w-330
Pina colada,"['6-7 chunks of fresh pineapple', '1 teaspoon caster sugar', '1 tablespoon coconut cream', '50 ml Bacardi Carta Blanco', '50 ml fresh pineapple juice', 'ice , cubed', 'To garnish:', 'slice of orange', 'cherry']",https://www.jamieoliver.com/recipes/rum-recipes/pina-colada/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1200_1_1436872835.jpg?tr=w-330
Margarita,"['1 part Cazadores Tequila', '½ part triple sec liqueur', '1 whole lime , juiced', '1 a pinch of salt', 'cubed ice']",https://www.jamieoliver.com/recipes/uncategorised-recipes/margarita/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1198_1_1436865046.jpg?tr=w-330
Super smoothies,"['For the green smoothie', '1 banana', '200 g baby spinach', '250 ml fresh apple juice', '1 lime', 'For the purple smoothie', '2 pears', '150 g frozen blueberries', '100 ml fresh apple juice', 'For the orange smoothie', '2 cm piece of ginger', '1 carrot', '200g frozen mango', '200 ml fresh orange juice', '1 lime', 'For the white smoothie', '1 banana', '3 tablespoons ground almonds', '250 ml milk', 'runny honey , to taste']",https://www.jamieoliver.com/recipes/fruit-recipes/super-smoothies/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1104_1_1436891354.jpg?tr=w-330
Strawberry slushie,"['500 g strawberries', '1 sprig of fresh mint', 'ice cubes', '1 lemon', 'optional:', '1 teaspoon golden caster suger']",https://www.jamieoliver.com/recipes/fruit-recipes/strawberry-slushie/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1061_2_1393581317.jpg?tr=w-330
Oliver’s twist cocktail,"['1 tablespoon fresh lemon juice', '30 ml dry gin', '15 ml elderflower liqueur', 'a handful of ice cubes', '300 ml lager', 'For the chilli-infused honey:', '1 fresh red chilli', '1 x 340 g jar of runny honey']",https://www.jamieoliver.com/recipes/drinks-recipes/oliver-s-twist-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1048_15_1390583015.jpg?tr=w-330
Old Cuban cocktail,"['40 g caster sugar', '½ a lime , juice from', '70 ml Bacardi 8 year old dark rum', '1 sprig of fresh mint , leaves picked', 'Angostura bitters', 'a handful of ice cubes', '50 ml Prosecco']",https://www.jamieoliver.com/recipes/fruit-recipes/old-cuban-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1037_1_1387537552.jpg?tr=w-330
Incredible mulled cider,"['2 litres good-quality traditional cider', '6 cloves', '3-4 star anise', '¼ nutmeg , finely grated into the pan', '1 cinnamon stick', '1 vanilla pod , halved', '1 orange , juice of', '2 clementines , juice of', '1 pomegranate , juice and seeds of', '4–5 tablespoons caster sugar']",https://www.jamieoliver.com/recipes/fruit-recipes/incredible-mulled-cider/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1024_1_1439916081.jpg?tr=w-330
Barbecoa Bloody Mary,"['2 rashers higher-welfare smoked streaky bacon', '200ml quality tomato juice', '100ml vodka', '2 teaspoons BBQ sauce', '2 teaspoons Worcestershire sauce', 'celery salt', '½ a lemon', 'a large handful of ice cubes', '1 gherkin']",https://www.jamieoliver.com/recipes/pork-recipes/barbecoa-bloody-mary/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1023_1_1438244527.jpg?tr=w-330
Raspberry & ginger fizz,"['2 handfuls raspberries', '1 teaspoon golden caster sugar', '1 good handful fresh mint leaves', '5 cm piece fresh root ginger , peeled and roughly chopped', 'ice cubes', '8 shots vodka', '660 ml ginger beer']",https://www.jamieoliver.com/recipes/fruit-recipes/raspberry-ginger-fizz/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/738_1_1436881062.jpg?tr=w-330
Pink grapefruit & vodka cooler,"['5 pink grapefruits , juice of (about 850ml)', '1 small lemon , juice of', '5 shots vodka', 'ice cubes', '300 ml sparkling mineral water , chilled']",https://www.jamieoliver.com/recipes/fruit-recipes/pink-grapefruit-vodka-cooler/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/693_1_1436873272.jpg?tr=w-330
"Kiwi fruit, ginger and banana smoothie","['3 kiwi fruit', '4 tablespoons organic porridge oats', '1 banana', '8 ice cubes', '200 ml organic milk', '250 g organic fat-free natural yoghurt', '½ cm piece fresh ginger , finely grated', 'honey , optional']",https://www.jamieoliver.com/recipes/fruit-recipes/kiwi-fruit-ginger-and-banana-smoothie/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/692_1_1439310341.jpg?tr=w-330
Wicked Champagne cocktail,"['3-4 pomegranates', 'caster sugar , optional', '1 bottle Champagne , chilled']",https://www.jamieoliver.com/recipes/fruit-recipes/wicked-champagne-cocktail/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/652_1_1438244955.jpg?tr=w-330
The best hot chocolate,"['565 ml full cream or semi-skimmed milk', '2 tablespoons good-quality drinking chocolate', '1 handful marshmallows', 'sugar , optional, to taste']",https://www.jamieoliver.com/recipes/chocolate-recipes/the-best-hot-chocolate/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/599_1_1421761484.jpg?tr=w-330
The amazing date shake,"['20 stoned dates', '250 ml milk', '1 small handful ice cubes', '1 pinch ground cinnamon']",https://www.jamieoliver.com/recipes/fruit-recipes/the-amazing-date-shake/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/596_1_1436955953.jpg?tr=w-330
Strawberry martini,"['2 handfuls of strawberries , preferably wild ones', '1 splash of dry vermouth', '1 sprig of fresh mint', '150 ml gin or vodka']",https://www.jamieoliver.com/recipes/fruit-recipes/strawberry-martini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/560_1_1436890672.jpg?tr=w-330
Strawberry Champagne,"['3 large handfuls of strawberries , preferably wild ones', '1 fresh mint leaf', '1 bottle of Prosecco or Champagne']",https://www.jamieoliver.com/recipes/fruit-recipes/strawberry-champagne/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/559_1_1436890627.jpg?tr=w-330
Store cupboard peach Bellini,"['200 ml tinned peach slices, in fruit juice', '750 ml Champagne , chilled']",https://www.jamieoliver.com/recipes/drinks-recipes/store-cupboard-peach-bellini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/557_1_1438244887.jpg?tr=w-330
Rhubarb bellini,"['300 g rhubarb , trimmed and finely sliced', '75 g sugar', '1 bottle Prosecco or Champagne']",https://www.jamieoliver.com/recipes/fruit-recipes/rhubarb-bellini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/444_1_1436881179.jpg?tr=w-330
Pomegranate shots,"['pomegranates', '1 bottle gin']",https://www.jamieoliver.com/recipes/fruit-recipes/pomegranate-shots/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/405_1_1350403694.jpg?tr=w-330
Pimped-up Prosecco,"['1 clementine', '½-1 lime', '1 good squeeze pomegranate juice', '½ passionfruit', '¼ grapefruit', '1 good splash of elderflower or blackcurrant cordial', '1 bottle Prosecco']",https://www.jamieoliver.com/recipes/fruit-recipes/pimped-up-prosecco/,https://img.jamieoliver.com/jamieoliver/recipe-database/46144659.jpg?tr=w-330
Nini Bellini,"['2 ripe peaches , flat ones if you can get them', '750 ml Prosecco , chilled']",https://www.jamieoliver.com/recipes/fruit-recipes/nini-bellini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/362_1_1436868380.jpg?tr=w-330
Mango cooler,"['2 large ripe mangoes', '150 ml semi-skimmed milk', '1 lime', '4 sprigs of fresh mint', 'runny honey , optional']",https://www.jamieoliver.com/recipes/fruit-recipes/mango-cooler/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/328_1_1436864467.jpg?tr=w-330
Lychee martini,"['4 canned lychees in syrup', 'ice', '150 ml good vodka', '1 splash white vermouth']",https://www.jamieoliver.com/recipes/fruit-recipes/lychee-martini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/324_1_1439207013.jpg?tr=w-330
Lemongrass mojito,"['2 sticks lemon grass', '4 tablespoons light brown sugar', '6 sprigs fresh mint , leaves picked', '2 limes , cut into wedges', '100 ml Bacardi Carta Blanco', '1 large handful crushed ice , to serve', 'soda water , to serve']",https://www.jamieoliver.com/recipes/uncategorised-recipes/lemongrass-mojito/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/313_1_1439206770.jpg?tr=w-330
Jamie's mulled wine,"['2 clementines', '1 lemon', '1 lime', '200 g caster sugar', '6 whole cloves', '1 cinnamon stick', '3 fresh bay leaves', '1 whole nutmeg , for grating', '1 vanilla pod', '2 bottles Chianti or other Italian red wine', '2 star anise']",https://www.jamieoliver.com/recipes/fruit-recipes/jamie-s-mulled-wine/,https://img.jamieoliver.com/jamieoliver/recipe-database/1MbKfSva4yG9PXEC6Tpg2T.jpg?tr=w-330
Gin and elderflower sherbet,"['50 ml elderflower cordial', '50 ml good-quality gin', '1 handful ice', '150 ml bitter lemon', 'a few strips lemon zest']",https://www.jamieoliver.com/recipes/fruit-recipes/gin-and-elderflower-sherbet/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/228_1_1436796207.jpg?tr=w-330
Fruit smoothie,"['1 banana', '2 ripe mangos', '400 g tin of light coconut milk', '1 lime , zest and juice of', '1 pinch of cardamom seeds , pods and husks removed, seeds pounded', '1 handful of ice cubes', 'GARNISH', 'lime zest', 'freshly ground black pepper']",https://www.jamieoliver.com/recipes/fruit-recipes/fruit-smoothie/,https://img.jamieoliver.com/jamieoliver/recipe-database/Aot7m3ydKcK9Y9auF_ElXd.jpg?tr=w-330
Frozen fruit smoothies,"['1 ripe banana', '1 glass frozen fruit', '2 heaped tablespoons natural yoghurt', '1 small handful of oats', '1 small handful of mixed nuts', '1 glass of organic soya milk, skimmed milk or apple juice', 'honey , to taste, optional']",https://www.jamieoliver.com/recipes/fruit-recipes/frozen-fruit-smoothies/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/219_1_1436794575.jpg?tr=w-330
Frozen festive vodka bottle,"['1 x 700 ml bottle quality vodka, gin or tequila', 'leaves', 'sprigs of fresh herbs', 'holly branches', 'berries', 'sliced citrus or strips of zest']",https://www.jamieoliver.com/recipes/uncategorised-recipes/frozen-festive-vodka-bottle/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/218_1_1441120311.jpg?tr=w-330
Epic hot chocolate,"['2 pints of semi-skimmed milk', 'HOT CHOCOLATE MIX', '2 tablespoons Horlicks', '2 tablespoons cornflour', '3 tablespoons icing sugar', '4 tablespoons quality cocoa powder', '1 pinch ground cinnamon', '100 g quality dark chocolate (70%)']",https://www.jamieoliver.com/recipes/chocolate-recipes/epic-hot-chocolate/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/195_1_1439915854.jpg?tr=w-330
Easy peasy ginger beer,"['140 g fresh ginger', '4 tablespoons muscovado sugar', '2-3 lemons', '1 litre soda water or sparkling mineral water', 'a few sprigs of fresh mint']",https://www.jamieoliver.com/recipes/fruit-recipes/easy-peasy-ginger-beer/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/190_1_1438960597.jpg?tr=w-330
